"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
239,666168,"Thompson, Mason",246,97.2,0.333,0.208,0.417,0.542,0.427,0.373,0.273,16,48,88.8,14.5,2196,90.7,91.61,21,97,142,0.8999999999999915,6.87,112,148,117,148,297,320,298,"-4.299","4.299","70.2","7.2",60,37,9,5,1,1,11,18.3,12,20,2.23151,0.57273,0.52347,0.02565,"92.2",155,37.83783783783784,8.108108108108109,5,5.82,-1.93,0.1,2.2,0.467,3,"1.79874477",0.418,0.449,"-1.79874477",0.06,0.049000000000000044,0.093,0.054,21.6,"35.4",9.733025001493726,-4.9855553477282974,32.11360752743941,0.5625,35.97228357802865,31.764152804142686
217,696136,"Wicks, Jordan",217,100,0.369,0.185,0.44,0.554,0.4,0.308,0.293,24,65,89.1,8.8,2199,89,88.86,31,130,87,-0.09999999999999432,6.21,108,148,119,149,299,320,293,"-3.316","3.316","69.1","7.2",67,53,16,6,0,2,13,19.4,1,1.5,2.19065,0.72074,0.35935,-0.30516,"92.6",150,39.62264150943396,5.660377358490567,4.477611940298507,6.09,2.08,0.17,2.18,0.379,3,"1.528110599",0.303,0.407,"-1.528110599",0.076,0.07600000000000001,0.147,0.092,23.8,"53.8",6.4515918482618115,3.149725592488065,30.29806891858119,0.42063492063492064,37.53695951020516,27.80102891650852
215,621363,"Poche, Colin",244,88.1,0.313,0.25,0.391,0.563,0.437,0.358,0.204,10,32,90.3,25.3,2297,89.3,91.19,16,73,142,1.9000000000000057,7.33,111,146,121,148,302,321,302,"-3.736","3.736","69.3","6.8",46,24,5,3,1,1,10,21.7,12,26.1,1.59377,1.27521,-0.05075,-0.03338,"92.4",217,54.166666666666664,12.5,6.521739130434782,6.18,1.38,-0.25,2.66,0.478,3,"1.737674419",0.411,0.369,"-1.737674419",0.109,0.067,0.194,0.079,21.9,"56.6",7.9632149125385014,4.593845258935789,29.51063962768544,0.5205479452054794,37.27358203851321,27.076354737895766
210,650644,"Civale, Aaron",1748,12,0.149,0.213,0.133,0.362,0.244,0.285,0.213,7,47,90.8,18.3,2724,87,86.03,22,95,115,-1,5.56,112,151,124,153,305,328,299,"1.634","-1.634","71.3","7.3",50,33,3,1,0,3,14,28,0,0,2.67871,0.36448,-0.26538,-0.14557,"91.7",164,45.45454545454545,9.090909090909092,6,6.38,-0.54,0.23,2.55,0.2,3,"-0.778095238",0.261,0.396,"0.778095238",-0.064,-0.061,-0.034,-0.041,23.2,"45.3",8.886721266259428,1.337541201866106,32.13953250766421,0.5333333333333333,37.61168371357238,27.931019859945152
173,702795,"Loutos, Ryan",231,74.9,0.364,0.25,0.361,0.614,0.445,0.365,0.282,16,44,88.4,6.3,1993,91.9,91.76,12,78,95,-0.10000000000000853,6.16,113,148,121,149,305,323,302,"-4.763","4.763","71.2","7.1",52,39,12,0,1,3,6,11.5,6,11.5,2.34873,0.36509,0.6457,-0.10047,"92.9",159,46.15384615384615,10.256410256410255,7.6923076923076925,6.04,-1.41,-0.08,2.43,0.442,4,"2.753179191",0.374,0.464,"-2.753179191",0.082,0.068,0.15,0.08,15.4,"33.6",6.891665121191824,3.940752881358505,31.084764249954073,0.5526315789473685,34.82221228081807,27.528412540180955
172,668970,"Hollowell, Gavin",172,100,0.25,0.111,0.32,0.361,0.333,0.34,0.247,9,36,86.5,13,2640,91.5,91.65,20,75,97,0.09999999999999432,6.59,112,150,117,151,295,317,294,"0.102","-0.102","68.2","6.8",43,26,7,1,0,1,10,23.3,7,16.3,2.19983,0.57371,0.4482,0.12413,"90.5",169,30.76923076923077,7.6923076923076925,4.651162790697675,5.15,-3.75,-0.14,2.58,0.372,2,"-0.059302326",0.37,0.389,"0.059302326",0.003,0.0020000000000000018,-0.028,-0.007,26.7,"10.1",6.707920255262049,4.967241778890604,31.477003005569586,0.4583333333333333,35.14620097728897,25.877181600249052
171,642216,"Winans, Allan",171,100,0.333,0.256,0.333,0.59,0.407,0.379,0.291,13,39,89.6,14.8,2259,85.2,85.8,16,85,86,0.5999999999999943,6.77,110,147,118,149,292,327,284,"-4.643","4.643","69.0","7.4",46,35,8,2,1,2,6,13,3,6.5,2.91398,0.2687,0.71532,-0.2186,"93.3",144,57.14285714285714,11.428571428571429,8.695652173913043,5.6,-1.96,0.19,2.11,0.391,4,"2.715204678",0.373,0.49,"-2.715204678",0.042,0.018000000000000016,0.1,0.028,18.8,"28.5",12.986662596218522,-7.222089952522349,32.96321841954338,0.5487804878048781,37.5532677511802,35.06587698386445
169,672782,"Gómez, Yoendrys",1104,15.3,0.143,0.086,0.138,0.229,0.268,0.387,0.232,5,35,88.8,12.6,2483,86.9,87.56,12,67,102,0.6999999999999886,6.91,111,149,117,152,286,318,285,"1.637","-1.637","68.0","7.2",44,30,4,0,0,1,5,11.4,9,20.5,2.50391,0.58781,-0.40952,0.04845,"92.1",178,34.48275862068966,17.24137931034483,11.363636363636363,5.55,-2.01,0.01,2.56,0.318,5,"-0.968639053",0.393,0.502,"0.968639053",-0.089,-0.07500000000000001,-0.273,-0.119,17.9,"35.7",11.000848515278362,0.586732426353545,30.778128507352022,0.6290322580645161,38.890813224416036,30.11764925355512
156,664123,"Effross, Scott",157,99.4,0.333,0.25,0.366,0.583,0.398,0.338,0.298,16,48,86.4,6,2285,84.9,83.65,13,82,74,-1.2000000000000028,5.81,116,151,127,152,295,322,283,"-2.758","2.758","71.4","7.2",51,42,8,5,2,1,6,11.8,3,5.9,3.39353,-0.1591,0.72186,0.1484,"92.7",151,45.23809523809524,4.761904761904762,3.9215686274509802,3.84,-4.16,-0.14,2.44,0.373,2,"1.767948718",0.34,0.458,"-1.767948718",0.035,0.032999999999999974,0.125,0.06,15.9,"-5.2",8.676859670100376,0.1415373830514033,33.05677858573677,0.5194805194805194,36.20460008487267,29.638031022283897
145,650893,"Cabrera, Génesis",720,20.1,0.278,0.361,0.25,0.639,0.407,0.306,0.232,10,36,88.8,23,2176,89.7,89.11,18,67,78,-0.6000000000000085,5.99,110,148,116,150,297,321,299,"-2.806","2.806","70.6","7.4",39,28,5,1,0,4,8,20.5,3,7.7,2.36676,0.52097,0.436,-0.11034,"92.6",162,39.285714285714285,10.714285714285714,7.6923076923076925,5.94,0.95,0.06,2.33,0.333,3,"1.935172414",0.291,0.413,"-1.935172414",0.046,0.04200000000000004,0.226,0.101,26.9,"43.0",11.43142216009899,-6.262870255159559,32.446049577135334,0.6307692307692307,36.81746362916699,34.55085257781727
144,681799,"Roberts, Ethan",144,100,0.286,0.343,0.259,0.629,0.398,0.378,0.296,10,35,85.7,15.3,2948,86.1,86.08,11,67,77,0,6.36,108,146,115,148,297,317,294,"-3.931","3.931","67.3","7.0",39,30,4,3,0,3,6,15.4,2,5.1,2.81201,0.30396,-1.07322,-0.17531,"91.8",175,30,16.666666666666664,12.82051282051282,5.12,-2.13,0.27,2.32,0.333,5,"2.729861111",0.345,0.545,"-2.729861111",-0.01,-0.011999999999999955,0.084,0.02,16.4,"31.3",6.997297927777923,3.0827232848237323,32.785417840064504,0.5230769230769231,37.61495537218686,29.11468789443688
132,669212,"Morgan, Eli",136,97.1,0.375,0.438,0.36,0.813,0.508,0.347,0.264,12,32,89.7,10.6,2298,85.1,85.23,15,69,63,0.10000000000000853,6.45,118,148,115,151,293,320,296,"-4.737","4.737","66.4","7.2",35,28,4,5,0,3,4,11.4,3,8.6,2.64083,0.56277,0.89712,-0.37197,"92.9",193,35.714285714285715,14.285714285714285,11.428571428571429,5.56,-0.64,0.1,2.26,0.429,4,"3.588636364",0.327,0.504,"-3.588636364",0.111,0.10199999999999998,0.309,0.161,21.7,"43.3",9.339852355336458,-3.2915175984567258,30.938509217134378,0.484375,38.306529915384,33.06698309203607
127,554431,"Matzek, Tyler",127,100,0.379,0.138,0.478,0.517,0.418,0.347,0.264,11,29,95.1,19.1,2527,91.1,90.84,13,60,67,-0.29999999999999716,6.28,111,150,118,150,293,320,291,"-2.47","2.47","68.2","7.0",35,23,7,4,0,0,7,20,5,14.3,1.98449,0.80039,0.31843,-0.01701,"93.2",176,52.17391304347826,17.391304347826086,11.428571428571429,5.97,2.07,0,2.39,0.457,4,"1.94488189",0.365,0.435,"-1.94488189",0.115,0.09200000000000003,0.082,0.071,21.7,"45.4",7.1312760012130525,2.512878039591114,31.835208325653607,0.5614035087719298,35.610023286776894,27.684242881234123
109,666659,"Lao, Sauryn",185,58.9,0.267,0.167,0.292,0.433,0.324,0.43,0.359,8,30,92.9,11.4,2234,89.9,89.99,17,63,46,0.09999999999999432,6.3,114,150,120,149,300,323,297,"0.495","-0.495","70.0","7.6",32,25,5,2,0,1,5,15.6,1,3.1,2.14257,0.68312,0.45771,-0.13587,"94.7",163,64,12,9.375,5.8,-1.05,0.15,2.1,0.313,3,"-0.45412844",0.399,0.602,"0.45412844",-0.092,-0.08600000000000002,-0.169,-0.106,27,"33.8",11.47026896495897,-7.803332089979477,34.14436774394363,0.4915254237288136,37.94615842999051,33.644740146758714
106,472610,"García, Luis",914,11.6,0.167,0.133,0.182,0.3,0.229,0.329,0.27,5,30,92.2,0.9,2102,92.6,93.18,14,52,54,0.6000000000000085,6.63,114,150,120,151,295,322,297,"2.391","-2.391","68.5","7.1",33,24,3,1,0,1,7,21.2,2,6.1,2.01717,0.67736,0.51538,-0.34292,"94.9",126,70.83333333333334,12.5,9.090909090909092,6.22,-1.76,0.16,1.89,0.219,3,"-2.255660377",0.315,0.439,"2.255660377",-0.103,-0.096,-0.139,-0.1,26.9,"44.3",9.908713761288768,-0.5519008404835477,33.792233942483136,0.46938775510204084,35.068424281303244,30.0634567005764
98,621139,"Kriske, Brooks",385,25.5,0.105,0.053,0.133,0.158,0.213,0.245,0.138,2,19,80.2,10.6,1559,86.5,86.18,8,37,61,-0.29999999999999716,6.19,112,150,115,152,298,316,297,"1.925","-1.925","70.0","7.4",24,15,1,1,0,0,4,16.7,5,20.8,2.51561,0.58062,0.57816,-0.03531,"89.8",182,13.333333333333334,6.666666666666667,4.166666666666666,6.07,-1.22,-0.08,2.5,0.292,1,"-1.964285714",0.318,0.211,"1.964285714",-0.033,-0.026000000000000023,-0.053,-0.032,21.6,"45.6",10.229548655045829,-8.69711448929227,26.461038196370307,0.5,38.278925480768244,35.38943447197204
76,681432,"Little, Luke",77,98.7,0.125,0,0.25,0.125,0.359,0.334,0.074,1,8,69.4,-4,2347,88.3,89.56,4,19,57,1.2999999999999972,7.1,115,149,114,151,298,315,298,"-0.463","0.463","70.6","7.1",15,5,1,0,0,0,4,26.7,6,40,2.54169,0.43171,-0.35935,-0.04013,"88.9",105,20,0,0,5.25,3.33,-0.2,2.08,0.5,0,"0.609210526",0.471,0.079,"-0.609210526",0.051,0.029000000000000026,0.046,0.025,21.1,"19.4",3.361868126773244,4.613960370219672,33.70746969748446,0.4444444444444444,35.22800771395932,27.096381876116222
65,664129,"Hartlieb, Geoff",109,59.6,0.556,0.444,1,1,0.669,0.591,0.432,5,9,105.2,13.8,2457,89,88.43,6,26,39,-0.5999999999999943,6.33,113,150,123,151,293,315,280,"-3.759","3.759","70.1","7.7",13,5,3,1,0,1,4,30.8,4,30.8,2.39308,0.54892,0.36603,0.09968,"94.9",164,100,40,15.384615384615385,5.96,-3.18,0.06,1.9,0.692,2,"5.783076923",0.607,0.864,"-5.783076923",0.124,0.08499999999999996,0.136,0.078,23.1,"36.6",14.563376158358944,-12.017248316273372,33.78275082686097,0.5384615384615384,34.715810773874566,37.01096982005463
